system:index,date,id,lat,lng,value,.geo
00000000000000000866,2013-02-13,2151,47.1681043,-122.4630955,0.021376107581907347,
000000000000000011d2,2013-02-13,4563,31.5530858,-110.2601624,0.10216651809042336,
00000000000000001672,2013-02-13,5747,49.2729932,-123.1834319,0.1600717264130458,
000000000000000016fa,2013-02-13,5883,36.810556,-121.7671394,0.2526687823246158,
00000000000000001b50,2013-02-13,6993,33.71648025512695,-118.075215,-0.09217267535957246,
00000000000000000637,2013-02-14,1592,35.7812385559082,-121.33006286621094,0.1530857052573744,
0000000000000000007e,2013-02-15,127,34.0990833,-118.1420267,0.23711566053659766,
0000000000000000018b,2013-02-15,396,34.108811,-117.6338983,0.2094670179001914,
000000000000000001ae,2013-02-15,431,36.9987398,-122.0572364,0.23021970610267897,
000000000000000003c3,2013-02-15,964,45.5372269,-123.1206036,0.3500603181823433,
000000000000000004f3,2013-02-15,1268,48.02019119262695,-122.73136138916016,0.3760697963285714,
00000000000000000a88,2013-02-15,2697,32.3194885,-110.9775352,0.2013124794980612,
00000000000000000c71,2013-02-15,3186,33.5499789,-111.5647888,0.35628918223502143,
00000000000000001167,2013-02-15,4456,34.0858135,-117.2555475,0.17742213054346592,
000000000000000018cb,2013-02-15,6348,38.7639852,-121.3399675,0.4621537825299061,
00000000000000001b75,2013-02-15,7030,36.4883162,-121.1511326,0.2770071845774786,
00000000000000000147,2013-02-16,328,45.464258,-122.7026596069336,0.2866939234462647,
000000000000000001cb,2013-02-16,460,37.741289,-120.9448278,0.256991620578964,
00000000000000000434,2013-02-16,1077,35.2775594,-120.8896387,0.1462086182634741,
00000000000000000883,2013-02-16,2180,38.0132057,-122.2877884,0.2927852591794529,
00000000000000000ce8,2013-02-16,3305,33.887322,-118.108998,0.2552149183342677,
00000000000000001953,2013-02-16,6484,33.4577523,-112.0613086,0.15452798509225613,
00000000000000001990,2013-02-16,6545,33.5890978,-111.9751024,0.512336661022894,
00000000000000001a7b,2013-02-16,6780,48.4612191,-123.3450723,0.37678708959586843,
0000000000000000243e,2013-02-16,9279,47.9548694,-122.4383354,0.36218948839810894,
00000000000000002569,2013-02-16,9578,38.05611038208008,-122.166562,0.24079109831901993,
000000000000000026af,2013-02-16,9904,32.26185607910156,-111.002775,0.10695140217176272,
000000000000000001eb,2013-02-17,492,39.9587302,-120.8893973,0.25848807780315985,
0000000000000000023e,2013-02-17,575,45.4087925,-122.7862179,0.5135678417801504,
